  N  P   K  Soil_pH  Soil_Moisture  Organic_Carbon  Temperature  Humidity  Rainfall  Sunlight_Hours  Wind_Speed Crop_Type  Crop_Yield_ton_per_hectare
 39 48  90     7.51          55.06            0.36        24.84     75.98   2142.21            8.44       15.20      Rice                        9.77
128 17 144     6.62          59.29            1.39        25.88     68.78    719.14            8.38       15.60      Rice                        7.35
 40 82 100     5.55          49.99            1.14        10.91     44.87    916.55           10.53        5.10    Potato                       25.10
114 19  28     4.97          61.63            1.25        31.51     49.95   2246.22            4.89       10.98    Cotton                        8.58
178 24  89     7.38          60.25            1.52        21.00     65.47   1969.79            4.19       17.04 Sugarcane                       74.78
164 66 103     5.88          42.56            0.64        22.54     35.78   2329.09            8.78       15.51    Potato                       26.21
155 43  93     6.08          60.39            1.07        28.30     76.48   2014.44            8.32        3.67    Potato                       28.47
 93 45  92     6.45          42.25            1.29        24.07     77.98   2263.83           10.33        7.67    Potato                       28.65
 31 80  31     6.52          20.21            0.97        32.44     79.24   1756.86            6.26        2.67      Rice                       11.38
105 90  51     5.50          56.47            0.93        27.88     80.92   2342.32            7.87       15.16     Maize                       12.04
150 83 102     7.08          21.56            1.51        16.78     71.35   1108.98            7.95       11.32    Potato                       23.39
 71 51  52     7.15          30.80            0.62        36.11     74.64    469.86            5.80       12.91      Rice                        8.30
 83 41  83     5.28          33.99            1.15        16.47     65.32    803.26            6.52        3.80     Maize                        9.01
104 47  67     6.61          55.36            1.56        31.41     43.60    679.35            6.44       13.34 Sugarcane                       76.24
 45 82  35     6.87          19.18            0.59        33.77     34.98   1480.89            9.91        4.83     Maize                        7.91
 47 73 133     5.43          37.25            0.90        30.65     40.71   2561.20            6.63       17.54    Potato                       26.53
119 78  45     7.84          36.84            1.57        22.65     41.59   1077.32            8.36       15.88     Wheat                        6.82
